datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2008-01-01 00:00:00,6.0,95.3,0.0
2008-01-01 01:00:00,6.0,96.9,0.0
2008-01-01 02:00:00,6.3,97.0,0.0
2008-01-01 03:00:00,5.6,98.4,0.0
2008-01-01 04:00:00,6.2,96.9,0.0
2008-01-01 05:00:00,6.7,98.5,0.0
2008-01-01 06:00:00,6.8,98.6,0.0
2008-01-01 07:00:00,6.8,100.0,0.0
2008-01-01 08:00:00,6.7,98.5,0.6
2008-01-01 09:00:00,6.5,100.0,6.1
2008-01-01 10:00:00,6.4,98.4,42.2
2008-01-01 11:00:00,6.7,100.0,67.2
2008-01-01 12:00:00,7.6,98.6,145.0
2008-01-01 13:00:00,8.2,95.8,122.8
2008-01-01 14:00:00,8.6,88.9,111.7
2008-01-01 15:00:00,8.8,91.7,117.2
2008-01-01 16:00:00,8.3,94.3,31.1
2008-01-01 17:00:00,8.0,95.7,0.0
2008-01-01 18:00:00,7.3,97.1,0.0
2008-01-01 19:00:00,7.2,97.0,0.0
2008-01-01 20:00:00,6.6,98.5,0.0
2008-01-01 21:00:00,6.1,98.4,0.0
2008-01-01 22:00:00,6.5,98.6,0.0
2008-01-01 23:00:00,6.7,98.5,0.0
2008-01-02 00:00:00,6.6,98.5,0.0
2008-01-02 01:00:00,6.7,98.5,0.0
2008-01-02 02:00:00,6.4,98.4,0.0
2008-01-02 03:00:00,6.2,96.9,0.0
2008-01-02 04:00:00,5.8,98.5,0.0
2008-01-02 05:00:00,5.7,95.3,0.0
2008-01-02 06:00:00,5.3,96.9,0.0
2008-01-02 07:00:00,5.2,93.4,0.0
2008-01-02 08:00:00,4.9,90.3,1.1
2008-01-02 09:00:00,4.6,88.6,3.9
2008-01-02 10:00:00,4.1,86.6,9.4
2008-01-02 11:00:00,4.3,88.3,42.8
2008-01-02 12:00:00,4.1,76.7,48.3
2008-01-02 13:00:00,3.6,69.5,92.8
2008-01-02 14:00:00,3.0,72.0,123.3
2008-01-02 15:00:00,2.3,74.6,131.7
2008-01-02 16:00:00,1.8,74.1,59.4
2008-01-02 17:00:00,1.8,76.0,1.1
2008-01-02 18:00:00,1.1,78.9,0.0
2008-01-02 19:00:00,0.2,80.5,0.0
2008-01-02 20:00:00,0.1,80.3,0.0
2008-01-02 21:00:00,0.1,80.3,0.0
2008-01-02 22:00:00,0.3,80.8,0.0
2008-01-02 23:00:00,0.5,80.9,0.0
2008-01-03 00:00:00,0.8,77.9,0.0
2008-01-03 01:00:00,0.7,79.5,0.0
2008-01-03 02:00:00,0.6,77.4,0.0
2008-01-03 03:00:00,0.7,73.9,0.0
2008-01-03 04:00:00,0.3,75.0,0.0
2008-01-03 05:00:00,0.3,76.9,0.0
2008-01-03 06:00:00,0.6,71.8,0.0
2008-01-03 07:00:00,0.6,71.8,0.0
2008-01-03 08:00:00,0.4,75.2,0.0
2008-01-03 09:00:00,0.4,71.5,2.8
2008-01-03 10:00:00,0.5,73.5,13.9
2008-01-03 11:00:00,0.8,77.9,38.9
2008-01-03 12:00:00,1.3,77.3,113.9
2008-01-03 13:00:00,1.6,81.3,83.3
2008-01-03 14:00:00,1.3,84.9,47.2
2008-01-03 15:00:00,1.4,84.9,27.8
2008-01-03 16:00:00,1.3,86.7,5.6
2008-01-03 17:00:00,1.5,86.8,0.0
2008-01-03 18:00:00,1.7,87.0,0.0
2008-01-03 19:00:00,1.4,92.5,0.0
2008-01-03 20:00:00,1.5,92.5,0.0
2008-01-03 21:00:00,1.5,94.3,0.0
2008-01-03 22:00:00,1.7,96.2,0.0
2008-01-03 23:00:00,1.9,98.1,0.0
2008-01-04 00:00:00,2.2,98.2,0.0
2008-01-04 01:00:00,2.4,98.2,0.0
2008-01-04 02:00:00,2.7,98.2,0.0
2008-01-04 03:00:00,2.8,100.0,0.0
2008-01-04 04:00:00,3.2,98.2,0.0
2008-01-04 05:00:00,3.3,98.3,0.0
2008-01-04 06:00:00,3.4,96.5,0.0
2008-01-04 07:00:00,3.1,94.8,0.0
2008-01-04 08:00:00,3.1,96.6,0.0
2008-01-04 09:00:00,3.0,96.4,2.8
2008-01-04 10:00:00,3.3,94.8,22.2
2008-01-04 11:00:00,3.7,95.0,33.3
2008-01-04 12:00:00,3.9,98.3,33.3
2008-01-04 13:00:00,4.2,98.3,25.0
2008-01-04 14:00:00,4.4,98.3,19.4
2008-01-04 15:00:00,5.0,98.3,11.1
2008-01-04 16:00:00,6.8,97.1,2.8
2008-01-04 17:00:00,7.5,95.7,0.0
2008-01-04 18:00:00,7.8,94.2,0.0
2008-01-04 19:00:00,8.0,92.9,0.0
2008-01-04 20:00:00,7.8,94.2,0.0
2008-01-04 21:00:00,7.6,94.3,0.0
2008-01-04 22:00:00,7.5,92.8,0.0
2008-01-04 23:00:00,7.7,91.5,0.0
2008-01-05 00:00:00,7.2,88.5,0.0
2008-01-05 01:00:00,6.7,86.7,0.0
2008-01-05 02:00:00,5.9,86.3,0.0
2008-01-05 03:00:00,5.4,86.1,0.0
2008-01-05 04:00:00,5.0,88.8,0.0
2008-01-05 05:00:00,4.9,88.8,0.0
2008-01-05 06:00:00,5.2,87.5,0.0
2008-01-05 07:00:00,5.6,83.1,0.0
2008-01-05 08:00:00,5.6,83.1,0.0
2008-01-05 09:00:00,5.7,83.1,8.3
2008-01-05 10:00:00,6.3,79.1,86.1
2008-01-05 11:00:00,6.7,75.2,163.9
2008-01-05 12:00:00,7.4,73.0,211.1
2008-01-05 13:00:00,8.0,68.3,219.4
2008-01-05 14:00:00,7.7,72.0,169.4
2008-01-05 15:00:00,6.8,75.2,58.3
2008-01-05 16:00:00,6.2,75.9,22.2
2008-01-05 17:00:00,5.1,81.0,2.8
2008-01-05 18:00:00,4.0,88.3,0.0
2008-01-05 19:00:00,3.9,89.9,0.0
2008-01-05 20:00:00,3.7,88.2,0.0
2008-01-05 21:00:00,3.8,89.9,0.0
2008-01-05 22:00:00,3.0,93.0,0.0
2008-01-05 23:00:00,2.6,94.6,0.0
