datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2007-01-01 00:00:00,8.4,86.1,0.0
2007-01-01 01:00:00,6.1,84.7,0.0
2007-01-01 02:00:00,7.6,80.0,0.0
2007-01-01 03:00:00,7.4,74.3,0.0
2007-01-01 04:00:00,7.0,79.5,0.0
2007-01-01 05:00:00,7.1,79.6,0.0
2007-01-01 06:00:00,6.6,76.3,0.0
2007-01-01 07:00:00,5.7,82.9,0.0
2007-01-01 08:00:00,6.4,77.4,0.0
2007-01-01 09:00:00,6.3,73.0,10.8
2007-01-01 10:00:00,6.7,66.3,94.2
2007-01-01 11:00:00,7.4,67.3,180.3
2007-01-01 12:00:00,8.1,65.5,224.7
2007-01-01 13:00:00,8.6,66.2,216.4
2007-01-01 14:00:00,8.3,69.8,180.3
2007-01-01 15:00:00,7.9,74.7,66.4
2007-01-01 16:00:00,7.7,74.5,16.4
2007-01-01 17:00:00,7.5,71.5,0.0
2007-01-01 18:00:00,5.7,89.1,0.0
2007-01-01 19:00:00,4.7,90.2,0.0
2007-01-01 20:00:00,4.5,90.0,0.0
2007-01-01 21:00:00,4.1,86.6,0.0
2007-01-01 22:00:00,4.2,85.0,0.0
2007-01-01 23:00:00,4.3,81.8,0.0
2007-01-02 00:00:00,4.1,80.1,0.0
2007-01-02 01:00:00,4.1,78.3,0.0
2007-01-02 02:00:00,4.5,75.4,0.0
2007-01-02 03:00:00,4.5,80.2,0.0
2007-01-02 04:00:00,3.9,83.2,0.0
2007-01-02 05:00:00,4.2,81.7,0.0
2007-01-02 06:00:00,4.9,77.5,0.0
2007-01-02 07:00:00,5.4,74.9,0.0
2007-01-02 08:00:00,5.4,76.5,0.0
2007-01-02 09:00:00,5.4,79.5,8.3
2007-01-02 10:00:00,6.4,77.3,77.8
2007-01-02 11:00:00,7.2,75.2,133.3
2007-01-02 12:00:00,7.9,71.9,175.0
2007-01-02 13:00:00,8.0,73.3,122.2
2007-01-02 14:00:00,7.9,77.3,122.2
2007-01-02 15:00:00,7.9,77.3,88.9
2007-01-02 16:00:00,7.8,80.0,50.0
2007-01-02 17:00:00,7.4,84.0,2.8
2007-01-02 18:00:00,7.1,82.4,0.0
2007-01-02 19:00:00,6.3,86.2,0.0
2007-01-02 20:00:00,5.7,87.3,0.0
2007-01-02 21:00:00,5.4,88.7,0.0
2007-01-02 22:00:00,4.9,90.3,0.0
2007-01-02 23:00:00,4.3,91.6,0.0
2007-01-03 00:00:00,4.7,90.2,0.0
2007-01-03 01:00:00,4.8,91.9,0.0
2007-01-03 02:00:00,5.0,90.3,0.0
2007-01-03 03:00:00,5.5,87.3,0.0
2007-01-03 04:00:00,5.8,87.5,0.0
2007-01-03 05:00:00,6.4,89.3,0.0
2007-01-03 06:00:00,7.1,89.7,0.0
2007-01-03 07:00:00,8.0,85.7,0.0
2007-01-03 08:00:00,8.1,90.1,0.6
2007-01-03 09:00:00,8.5,91.6,6.1
2007-01-03 10:00:00,9.1,91.8,22.8
2007-01-03 11:00:00,10.0,92.1,31.1
2007-01-03 12:00:00,10.3,92.2,58.9
2007-01-03 13:00:00,10.7,88.5,47.8
2007-01-03 14:00:00,11.3,82.6,42.2
2007-01-03 15:00:00,11.3,82.6,42.2
2007-01-03 16:00:00,11.0,83.7,11.7
2007-01-03 17:00:00,11.1,82.5,0.6
2007-01-03 18:00:00,10.8,83.6,0.0
2007-01-03 19:00:00,10.4,91.0,0.0
2007-01-03 20:00:00,10.6,91.0,0.0
2007-01-03 21:00:00,10.7,87.3,0.0
2007-01-03 22:00:00,10.4,82.0,0.0
2007-01-03 23:00:00,10.7,79.8,0.0
2007-01-04 00:00:00,10.7,82.4,0.0
2007-01-04 01:00:00,10.3,85.9,0.0
2007-01-04 02:00:00,10.1,84.5,0.0
2007-01-04 03:00:00,9.7,76.5,0.0
2007-01-04 04:00:00,9.1,73.4,0.0
2007-01-04 05:00:00,8.6,75.4,0.0
2007-01-04 06:00:00,7.7,81.5,0.0
2007-01-04 07:00:00,7.9,78.9,0.0
2007-01-04 08:00:00,7.7,78.7,0.0
2007-01-04 09:00:00,8.0,77.6,13.3
2007-01-04 10:00:00,8.9,77.0,93.9
2007-01-04 11:00:00,9.1,81.1,138.3
2007-01-04 12:00:00,9.6,78.9,141.1
2007-01-04 13:00:00,9.2,82.6,102.2
2007-01-04 14:00:00,9.5,78.9,68.9
2007-01-04 15:00:00,8.9,87.6,49.4
2007-01-04 16:00:00,9.6,72.5,13.3
2007-01-04 17:00:00,8.5,84.8,2.2
