datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2002-01-01 00:00:00,-3.5,87.1,0.0
2002-01-01 01:00:00,-3.6,87.0,0.0
2002-01-01 02:00:00,-3.8,89.4,0.0
2002-01-01 03:00:00,-4.0,86.6,0.0
2002-01-01 04:00:00,-4.4,88.4,0.0
2002-01-01 05:00:00,-4.8,87.9,0.0
2002-01-01 06:00:00,-5.1,87.6,0.0
2002-01-01 07:00:00,-5.2,87.5,0.0
2002-01-01 08:00:00,-5.4,89.5,0.0
2002-01-01 09:00:00,-5.1,87.6,30.6
2002-01-01 10:00:00,-3.3,85.2,169.4
2002-01-01 11:00:00,-1.8,87.5,280.6
2002-01-01 12:00:00,0.2,82.3,325.0
2002-01-01 13:00:00,1.6,79.2,311.1
2002-01-01 14:00:00,2.6,69.3,250.0
2002-01-01 15:00:00,2.5,72.9,155.6
2002-01-01 16:00:00,0.7,90.0,47.2
2002-01-01 17:00:00,-0.9,84.4,0.0
2002-01-01 18:00:00,-1.6,89.9,0.0
2002-01-01 19:00:00,-2.0,89.0,0.0
2002-01-01 20:00:00,-2.4,91.0,0.0
2002-01-01 21:00:00,-2.4,84.2,0.0
2002-01-01 22:00:00,-3.8,89.4,0.0
2002-01-01 23:00:00,-3.8,91.5,0.0
2002-01-02 00:00:00,-4.2,91.1,0.0
2002-01-02 01:00:00,-5.2,92.5,0.0
2002-01-02 02:00:00,-5.0,92.4,0.0
2002-01-02 03:00:00,-5.1,92.2,0.0
2002-01-02 04:00:00,-5.5,92.1,0.0
2002-01-02 05:00:00,-5.4,93.4,0.0
2002-01-02 06:00:00,-3.3,94.6,0.0
2002-01-02 07:00:00,-3.0,94.9,0.0
2002-01-02 08:00:00,-3.0,94.9,0.0
2002-01-02 09:00:00,-2.7,95.2,8.3
2002-01-02 10:00:00,-2.2,95.8,38.9
2002-01-02 11:00:00,-1.3,94.4,150.0
2002-01-02 12:00:00,-0.4,89.4,169.4
2002-01-02 13:00:00,1.3,76.9,241.7
2002-01-02 14:00:00,2.1,72.4,313.9
2002-01-02 15:00:00,1.1,82.5,158.3
2002-01-02 16:00:00,0.1,82.1,44.4
2002-01-02 17:00:00,-0.4,79.3,0.0
2002-01-02 18:00:00,-0.6,85.0,0.0
2002-01-02 19:00:00,-1.8,96.3,0.0
2002-01-02 20:00:00,-1.6,94.1,0.0
2002-01-02 21:00:00,-0.9,94.9,0.0
2002-01-02 22:00:00,-1.4,96.7,0.0
2002-01-02 23:00:00,-1.7,94.1,0.0
2002-01-03 00:00:00,-1.0,97.0,0.0
2002-01-03 01:00:00,-0.7,97.2,0.0
2002-01-03 02:00:00,-0.5,97.5,0.0
2002-01-03 03:00:00,-0.6,95.2,0.0
