datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2012-01-01 00:00:00,12.0,90.3,0.0
2012-01-01 01:00:00,11.7,92.7,0.0
2012-01-01 02:00:00,11.3,93.8,0.0
2012-01-01 03:00:00,11.1,91.2,0.0
2012-01-01 04:00:00,11.0,88.7,0.0
2012-01-01 05:00:00,10.7,92.4,0.0
2012-01-01 06:00:00,10.4,89.7,0.0
2012-01-01 07:00:00,10.3,84.6,0.0
2012-01-01 08:00:00,10.0,83.1,0.0
2012-01-01 09:00:00,10.1,88.3,4.2
2012-01-01 10:00:00,10.2,87.1,48.6
2012-01-01 11:00:00,10.7,87.3,77.8
2012-01-01 12:00:00,11.2,83.8,118.6
2012-01-01 13:00:00,11.0,81.3,68.3
2012-01-01 14:00:00,10.7,84.8,49.4
2012-01-01 15:00:00,10.8,83.6,23.6
2012-01-01 16:00:00,9.7,88.1,2.2
2012-01-01 17:00:00,9.3,88.0,0.0
2012-01-01 18:00:00,9.5,89.3,0.0
2012-01-01 19:00:00,9.5,89.3,0.0
2012-01-01 20:00:00,9.0,93.2,0.0
2012-01-01 21:00:00,8.5,91.7,0.0
2012-01-01 22:00:00,7.8,84.4,0.0
2012-01-01 23:00:00,6.4,83.5,0.0
2012-01-02 00:00:00,5.4,89.0,0.0
2012-01-02 01:00:00,5.2,90.4,0.0
2012-01-02 02:00:00,4.6,91.9,0.0
2012-01-02 03:00:00,4.6,95.2,0.0
2012-01-02 04:00:00,4.3,91.7,0.0
2012-01-02 05:00:00,4.4,88.4,0.0
2012-01-02 06:00:00,4.3,88.4,0.0
2012-01-02 07:00:00,3.9,86.5,0.0
2012-01-02 08:00:00,3.9,89.9,0.0
2012-01-02 09:00:00,3.6,89.8,11.4
2012-01-02 10:00:00,4.2,86.8,77.8
2012-01-02 11:00:00,5.1,79.3,175.3
2012-01-02 12:00:00,6.0,71.2,229.2
2012-01-02 13:00:00,6.2,73.0,238.6
2012-01-02 14:00:00,6.3,73.1,201.9
2012-01-02 15:00:00,5.8,75.5,128.9
2012-01-02 16:00:00,4.7,80.6,45.3
2012-01-02 17:00:00,4.1,81.7,0.0
2012-01-02 18:00:00,3.2,86.0,0.0
2012-01-02 19:00:00,3.2,87.6,0.0
2012-01-02 20:00:00,3.2,89.6,0.0
2012-01-02 21:00:00,3.6,88.0,0.0
2012-01-02 22:00:00,3.8,88.0,0.0
2012-01-02 23:00:00,4.6,86.9,0.0
2012-01-03 00:00:00,4.3,86.8,0.0
2012-01-03 01:00:00,5.0,88.8,0.0
2012-01-03 02:00:00,6.2,86.4,0.0
2012-01-03 03:00:00,6.8,94.1,0.0
2012-01-03 04:00:00,8.1,91.6,0.0
2012-01-03 05:00:00,9.2,93.2,0.0
2012-01-03 06:00:00,9.9,94.8,0.0
2012-01-03 07:00:00,10.7,91.1,0.0
2012-01-03 08:00:00,11.0,90.0,0.0
2012-01-03 09:00:00,11.2,91.3,2.8
2012-01-03 10:00:00,11.5,91.5,11.4
2012-01-03 11:00:00,8.1,94.4,18.9
2012-01-03 12:00:00,6.7,88.1,15.6
2012-01-03 13:00:00,7.1,84.0,45.3
2012-01-03 14:00:00,8.2,79.3,175.0
2012-01-03 15:00:00,8.0,68.3,117.8
2012-01-03 16:00:00,6.6,72.0,28.6
2012-01-03 17:00:00,5.9,69.8,0.3
2012-01-03 18:00:00,5.4,70.6,0.0
2012-01-03 19:00:00,5.3,68.9,0.0
2012-01-03 20:00:00,5.2,68.7,0.0
2012-01-03 21:00:00,4.7,74.4,0.0
2012-01-03 22:00:00,5.0,74.7,0.0
2012-01-03 23:00:00,5.3,71.8,0.0
2012-01-04 00:00:00,5.0,76.1,0.0
2012-01-04 01:00:00,4.9,74.5,0.0
2012-01-04 02:00:00,5.0,71.5,0.0
2012-01-04 03:00:00,4.4,73.8,0.0
2012-01-04 04:00:00,4.5,72.2,0.0
2012-01-04 05:00:00,4.7,72.6,0.0
2012-01-04 06:00:00,4.5,75.4,0.0
2012-01-04 07:00:00,5.0,74.5,0.0
2012-01-04 08:00:00,5.3,74.7,0.0
2012-01-04 09:00:00,5.0,77.5,8.6
2012-01-04 10:00:00,5.7,76.7,51.4
2012-01-04 11:00:00,5.6,78.1,84.7
2012-01-04 12:00:00,6.4,77.3,112.5
2012-01-04 13:00:00,7.0,76.5,128.1
2012-01-04 14:00:00,7.2,75.3,62.8
2012-01-04 15:00:00,7.3,78.3,25.0
2012-01-04 16:00:00,7.4,82.6,6.4
2012-01-04 17:00:00,7.1,89.8,0.0
2012-01-04 18:00:00,7.4,89.9,0.0
2012-01-04 19:00:00,7.9,87.2,0.0
2012-01-04 20:00:00,7.7,91.4,0.0
2012-01-04 21:00:00,7.6,91.4,0.0
2012-01-04 22:00:00,8.0,85.9,0.0
2012-01-04 23:00:00,8.5,82.2,0.0
2012-01-05 00:00:00,9.3,78.8,0.0
2012-01-05 01:00:00,9.6,80.3,0.0
2012-01-05 02:00:00,10.3,78.5,0.0
2012-01-05 03:00:00,10.7,76.3,0.0
2012-01-05 04:00:00,10.1,84.6,0.0
2012-01-05 05:00:00,8.5,91.7,0.0
2012-01-05 06:00:00,9.5,81.6,0.0
2012-01-05 07:00:00,7.5,84.3,0.0
2012-01-05 08:00:00,7.6,76.1,0.0
2012-01-05 09:00:00,7.5,75.8,6.4
2012-01-05 10:00:00,6.7,80.8,51.4
2012-01-05 11:00:00,7.4,74.4,115.8
2012-01-05 12:00:00,7.7,73.3,164.4
2012-01-05 13:00:00,7.5,77.2,103.1
2012-01-05 14:00:00,8.2,65.8,149.7
2012-01-05 15:00:00,8.0,69.4,132.2
2012-01-05 16:00:00,6.8,73.7,45.8
2012-01-05 17:00:00,6.7,69.1,0.0
2012-01-05 18:00:00,6.2,71.5,0.0
2012-01-05 19:00:00,5.7,73.8,0.0
2012-01-05 20:00:00,5.6,79.8,0.0
2012-01-05 21:00:00,6.1,78.7,0.0
2012-01-05 22:00:00,5.9,80.0,0.0
2012-01-05 23:00:00,5.8,81.5,0.0
2012-01-06 00:00:00,5.2,82.5,0.0
2012-01-06 01:00:00,4.2,85.0,0.0
2012-01-06 02:00:00,4.1,89.9,0.0
2012-01-06 03:00:00,4.4,86.7,0.0
2012-01-06 04:00:00,4.2,85.0,0.0
2012-01-06 05:00:00,3.2,87.6,0.0
2012-01-06 06:00:00,3.1,87.7,0.0
2012-01-06 07:00:00,3.1,87.7,0.0
2012-01-06 08:00:00,2.3,90.8,0.0
2012-01-06 09:00:00,2.3,92.6,17.8
2012-01-06 10:00:00,3.0,91.0,76.7
2012-01-06 11:00:00,4.8,88.6,158.9
2012-01-06 12:00:00,6.1,81.5,230.6
2012-01-06 13:00:00,6.9,76.4,213.1
2012-01-06 14:00:00,7.0,75.0,163.1
2012-01-06 15:00:00,7.4,74.1,116.4
2012-01-06 16:00:00,6.8,79.3,38.6
2012-01-06 17:00:00,6.4,83.3,1.1
2012-01-06 18:00:00,6.6,84.9,0.0
2012-01-06 19:00:00,7.0,88.1,0.0
2012-01-06 20:00:00,7.3,91.2,0.0
2012-01-06 21:00:00,8.1,91.5,0.0
2012-01-06 22:00:00,8.1,91.5,0.0
2012-01-06 23:00:00,8.2,92.8,0.0
2012-01-07 00:00:00,8.8,91.7,0.0
2012-01-07 01:00:00,8.9,91.7,0.0
2012-01-07 02:00:00,9.6,90.6,0.0
2012-01-07 03:00:00,9.2,91.8,0.0
2012-01-07 04:00:00,8.8,98.6,0.0
2012-01-07 05:00:00,9.1,93.2,0.0
2012-01-07 06:00:00,8.4,71.1,0.0
2012-01-07 07:00:00,7.9,71.9,0.0
2012-01-07 08:00:00,7.8,69.0,0.0
2012-01-07 09:00:00,7.7,71.6,5.3
2012-01-07 10:00:00,8.3,72.3,44.4
2012-01-07 11:00:00,7.9,74.6,75.3
2012-01-07 12:00:00,8.8,66.3,106.9
2012-01-07 13:00:00,8.8,63.7,86.9
2012-01-07 14:00:00,8.9,63.8,84.7
2012-01-07 15:00:00,9.0,64.0,85.6
2012-01-07 16:00:00,8.2,64.2,66.7
2012-01-07 17:00:00,7.5,68.6,0.3
2012-01-07 18:00:00,7.1,69.5,0.0
2012-01-07 19:00:00,6.9,70.7,0.0
2012-01-07 20:00:00,7.3,71.2,0.0
2012-01-07 21:00:00,7.4,72.6,0.0
2012-01-07 22:00:00,7.7,70.2,0.0
2012-01-07 23:00:00,7.5,71.3,0.0
2012-01-08 00:00:00,7.4,74.1,0.0
2012-01-08 01:00:00,7.6,72.9,0.0
2012-01-08 02:00:00,7.8,73.1,0.0
2012-01-08 03:00:00,7.7,73.0,0.0
2012-01-08 04:00:00,7.7,73.0,0.0
2012-01-08 05:00:00,7.6,75.7,0.0
2012-01-08 06:00:00,7.5,75.5,0.0
2012-01-08 07:00:00,7.5,77.0,0.0
2012-01-08 08:00:00,7.3,78.1,0.0
2012-01-08 09:00:00,7.6,77.0,2.5
2012-01-08 10:00:00,7.8,77.1,20.6
2012-01-08 11:00:00,8.2,76.2,52.5
2012-01-08 12:00:00,8.2,74.8,76.7
2012-01-08 13:00:00,8.4,75.0,87.8
2012-01-08 14:00:00,9.0,74.3,76.9
2012-01-08 15:00:00,8.8,76.8,64.4
2012-01-08 16:00:00,8.2,85.8,20.6
2012-01-08 17:00:00,7.6,92.7,0.8
2012-01-08 18:00:00,8.3,90.1,0.0
