datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2006-01-01 00:00:00,4.8,87.2,0.0
2006-01-01 01:00:00,5.0,90.4,0.0
2006-01-01 02:00:00,4.9,93.6,0.0
2006-01-01 03:00:00,5.3,93.6,0.0
2006-01-01 04:00:00,5.3,93.6,0.0
2006-01-01 05:00:00,5.6,93.7,0.0
2006-01-01 06:00:00,5.7,93.8,0.0
2006-01-01 07:00:00,5.8,89.3,0.0
2006-01-01 08:00:00,5.8,87.7,0.0
2006-01-01 09:00:00,5.4,92.1,2.5
2006-01-01 10:00:00,5.7,89.2,16.4
2006-01-01 11:00:00,5.7,89.2,35.8
2006-01-01 12:00:00,6.1,87.8,60.8
2006-01-01 13:00:00,6.5,85.0,83.1
2006-01-01 14:00:00,6.8,80.9,121.9
2006-01-01 15:00:00,6.5,88.0,30.3
2006-01-01 16:00:00,6.5,86.6,13.6
2006-01-01 17:00:00,6.2,87.8,0.0
2006-01-01 18:00:00,6.4,84.8,0.0
2006-01-01 19:00:00,6.1,87.7,0.0
2006-01-01 20:00:00,6.4,84.8,0.0
2006-01-01 21:00:00,6.5,83.5,0.0
2006-01-01 22:00:00,6.3,86.3,0.0
2006-01-01 23:00:00,5.9,86.1,0.0
2006-01-02 00:00:00,5.2,90.3,0.0
2006-01-02 01:00:00,3.4,94.7,0.0
2006-01-02 02:00:00,3.7,93.1,0.0
2006-01-02 03:00:00,3.4,94.7,0.0
2006-01-02 04:00:00,2.9,94.7,0.0
2006-01-02 05:00:00,3.5,93.0,0.0
2006-01-02 06:00:00,3.0,96.4,0.0
2006-01-02 07:00:00,3.0,96.4,0.0
2006-01-02 08:00:00,3.4,96.5,0.3
2006-01-02 09:00:00,3.2,96.5,8.6
2006-01-02 10:00:00,4.0,96.7,53.1
2006-01-02 11:00:00,5.0,93.4,153.1
2006-01-02 12:00:00,5.5,92.1,108.6
2006-01-02 13:00:00,5.5,92.1,75.3
2006-01-02 14:00:00,5.6,93.6,50.3
2006-01-02 15:00:00,5.7,93.7,41.9
2006-01-02 16:00:00,5.5,92.1,11.4
2006-01-02 17:00:00,5.0,95.0,3.1
2006-01-02 18:00:00,5.0,95.0,0.0
2006-01-02 19:00:00,4.9,95.0,0.0
2006-01-02 20:00:00,4.7,95.1,0.0
2006-01-02 21:00:00,4.9,95.0,0.0
2006-01-02 22:00:00,4.7,95.1,0.0
2006-01-02 23:00:00,4.6,95.0,0.0
2006-01-03 00:00:00,4.5,94.9,0.0
2006-01-03 01:00:00,4.6,93.4,0.0
2006-01-03 02:00:00,4.7,91.8,0.0
2006-01-03 03:00:00,5.0,93.4,0.0
2006-01-03 04:00:00,5.3,91.9,0.0
2006-01-03 05:00:00,5.3,95.2,0.0
2006-01-03 06:00:00,5.4,93.6,0.0
2006-01-03 07:00:00,5.9,93.6,0.0
2006-01-03 08:00:00,6.4,92.3,0.0
2006-01-03 09:00:00,6.5,93.9,5.6
2006-01-03 10:00:00,6.6,97.0,25.0
2006-01-03 11:00:00,7.2,95.5,44.4
2006-01-03 12:00:00,7.5,98.6,66.7
2006-01-03 13:00:00,7.7,98.6,69.4
2006-01-03 14:00:00,8.2,98.5,69.4
2006-01-03 15:00:00,8.4,98.5,30.6
2006-01-03 16:00:00,8.4,98.5,13.9
2006-01-03 17:00:00,8.3,100.0,2.8
2006-01-03 18:00:00,8.2,98.5,0.0
2006-01-03 19:00:00,8.0,97.2,0.0
2006-01-03 20:00:00,7.1,97.0,0.0
2006-01-03 21:00:00,5.9,98.4,0.0
2006-01-03 22:00:00,6.3,97.0,0.0
2006-01-03 23:00:00,6.1,98.4,0.0
2006-01-04 00:00:00,6.2,96.9,0.0
2006-01-04 01:00:00,6.0,96.9,0.0
2006-01-04 02:00:00,6.1,96.9,0.0
2006-01-04 03:00:00,5.9,98.4,0.0
2006-01-04 04:00:00,5.5,98.4,0.0
2006-01-04 05:00:00,5.4,98.4,0.0
2006-01-04 06:00:00,5.4,98.4,0.0
2006-01-04 07:00:00,5.4,98.4,0.0
2006-01-04 08:00:00,5.4,96.9,1.7
2006-01-04 09:00:00,5.2,96.8,7.2
2006-01-04 10:00:00,5.5,92.1,29.4
2006-01-04 11:00:00,5.7,89.0,60.0
2006-01-04 12:00:00,6.4,84.7,187.8
2006-01-04 13:00:00,6.3,89.2,87.8
2006-01-04 14:00:00,6.0,92.2,29.4
2006-01-04 15:00:00,5.7,90.6,21.1
2006-01-04 16:00:00,5.3,91.9,4.4
2006-01-04 17:00:00,4.2,91.5,1.7
2006-01-04 18:00:00,3.0,92.9,0.0
2006-01-04 19:00:00,2.0,94.3,0.0
2006-01-04 20:00:00,0.4,97.9,0.0
2006-01-04 21:00:00,0.0,97.9,0.0
2006-01-04 22:00:00,-0.4,97.6,0.0
2006-01-04 23:00:00,0.3,96.0,0.0
2006-01-05 00:00:00,0.9,96.2,0.0
2006-01-05 01:00:00,1.3,96.3,0.0
2006-01-05 02:00:00,1.7,94.2,0.0
2006-01-05 03:00:00,1.9,96.3,0.0
2006-01-05 04:00:00,2.2,98.2,0.0
2006-01-05 05:00:00,2.3,98.2,0.0
2006-01-05 06:00:00,1.2,96.2,0.0
2006-01-05 07:00:00,0.9,94.0,0.0
2006-01-05 08:00:00,0.9,94.0,0.0
2006-01-05 09:00:00,1.1,92.1,2.5
2006-01-05 10:00:00,1.6,86.7,24.7
2006-01-05 11:00:00,2.3,87.2,71.9
2006-01-05 12:00:00,2.2,87.2,80.3
2006-01-05 13:00:00,2.2,87.2,63.6
2006-01-05 14:00:00,2.1,87.1,38.6
2006-01-05 15:00:00,2.1,81.6,35.8
2006-01-05 16:00:00,1.7,83.1,8.1
