datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2015-01-01 00:00:00,5.7,87.3,0.0
2015-01-01 01:00:00,5.8,87.5,0.0
2015-01-01 02:00:00,5.6,90.5,0.0
2015-01-01 03:00:00,6.0,90.7,0.0
2015-01-01 04:00:00,6.9,89.4,0.0
2015-01-01 05:00:00,7.6,91.3,0.0
2015-01-01 06:00:00,8.1,92.9,0.0
2015-01-01 07:00:00,8.3,94.3,0.0
2015-01-01 08:00:00,8.8,93.0,0.0
2015-01-01 09:00:00,8.8,91.7,4.7
2015-01-01 10:00:00,8.8,93.0,14.7
2015-01-01 11:00:00,9.1,93.2,28.1
2015-01-01 12:00:00,9.6,90.6,53.3
2015-01-01 13:00:00,9.8,90.7,50.3
2015-01-01 14:00:00,10.0,89.5,30.0
2015-01-01 15:00:00,10.4,88.3,16.4
2015-01-01 16:00:00,10.7,89.7,7.8
2015-01-01 17:00:00,11.0,89.9,0.0
2015-01-01 18:00:00,11.5,86.4,0.0
2015-01-01 19:00:00,11.6,87.7,0.0
2015-01-01 20:00:00,11.6,90.1,0.0
2015-01-01 21:00:00,11.7,93.8,0.0
2015-01-01 22:00:00,12.2,92.6,0.0
2015-01-01 23:00:00,12.4,91.5,0.0
2015-01-02 00:00:00,12.8,88.2,0.0
2015-01-02 01:00:00,12.7,91.6,0.0
2015-01-02 02:00:00,12.9,88.2,0.0
2015-01-02 03:00:00,12.5,84.5,0.0
2015-01-02 04:00:00,11.5,65.0,0.0
2015-01-02 05:00:00,9.8,68.8,0.0
2015-01-02 06:00:00,8.5,61.9,0.0
2015-01-02 07:00:00,7.5,58.9,0.0
2015-01-02 08:00:00,6.3,65.3,0.0
2015-01-02 09:00:00,5.8,60.3,4.2
2015-01-02 10:00:00,6.4,58.3,77.5
2015-01-02 11:00:00,7.1,56.7,189.7
2015-01-02 12:00:00,7.7,55.2,225.6
2015-01-02 13:00:00,7.8,55.2,240.6
2015-01-02 14:00:00,7.6,55.0,194.7
2015-01-02 15:00:00,7.4,54.5,127.2
2015-01-02 16:00:00,6.1,59.1,38.3
2015-01-02 17:00:00,4.8,66.2,0.0
2015-01-02 18:00:00,4.4,67.0,0.0
2015-01-02 19:00:00,3.6,69.2,0.0
2015-01-02 20:00:00,3.3,72.2,0.0
2015-01-02 21:00:00,3.7,71.1,0.0
2015-01-02 22:00:00,3.7,69.3,0.0
2015-01-02 23:00:00,3.8,69.5,0.0
2015-01-03 00:00:00,3.9,72.9,0.0
2015-01-03 01:00:00,3.8,74.6,0.0
2015-01-03 02:00:00,4.1,75.0,0.0
2015-01-03 03:00:00,4.4,75.3,0.0
2015-01-03 04:00:00,5.0,77.4,0.0
2015-01-03 05:00:00,3.4,89.5,0.0
2015-01-03 06:00:00,2.6,92.7,0.0
2015-01-03 07:00:00,2.4,96.4,0.0
2015-01-03 08:00:00,2.6,96.3,0.0
2015-01-03 09:00:00,2.7,98.2,1.1
2015-01-03 10:00:00,2.7,98.2,13.1
2015-01-03 11:00:00,2.9,98.1,37.5
2015-01-03 12:00:00,3.0,98.3,17.2
2015-01-03 13:00:00,3.1,98.3,44.4
2015-01-03 14:00:00,3.1,98.3,51.4
2015-01-03 15:00:00,3.2,98.2,56.7
2015-01-03 16:00:00,3.1,96.6,22.2
2015-01-03 17:00:00,1.5,98.1,1.1
2015-01-03 18:00:00,0.9,98.0,0.0
2015-01-03 19:00:00,0.9,98.0,0.0
2015-01-03 20:00:00,1.7,98.1,0.0
2015-01-03 21:00:00,1.3,98.1,0.0
2015-01-03 22:00:00,1.1,98.0,0.0
2015-01-03 23:00:00,0.8,96.1,0.0
2015-01-04 00:00:00,0.5,95.9,0.0
2015-01-04 01:00:00,-0.7,95.0,0.0
2015-01-04 02:00:00,-0.4,97.6,0.0
2015-01-04 03:00:00,-0.1,97.7,0.0
2015-01-04 04:00:00,-1.8,94.0,0.0
2015-01-04 05:00:00,-1.7,96.3,0.0
2015-01-04 06:00:00,-0.7,97.2,0.0
2015-01-04 07:00:00,-1.8,96.3,0.0
2015-01-04 08:00:00,-2.0,95.8,0.0
2015-01-04 09:00:00,-2.3,95.5,6.9
2015-01-04 10:00:00,-2.1,95.8,38.3
2015-01-04 11:00:00,-1.7,96.3,71.9
2015-01-04 12:00:00,-1.6,96.5,102.2
2015-01-04 13:00:00,-1.2,96.8,109.7
2015-01-04 14:00:00,-0.7,97.2,71.7
2015-01-04 15:00:00,-0.7,97.2,34.4
2015-01-04 16:00:00,-0.2,97.8,8.1
2015-01-04 17:00:00,0.2,97.9,0.6
2015-01-04 18:00:00,0.5,100.0,0.0
2015-01-04 19:00:00,0.8,100.0,0.0
2015-01-04 20:00:00,1.1,100.0,0.0
2015-01-04 21:00:00,1.1,100.0,0.0
2015-01-04 22:00:00,1.5,100.0,0.0
2015-01-04 23:00:00,2.1,100.0,0.0
2015-01-05 00:00:00,2.5,100.0,0.0
2015-01-05 01:00:00,3.0,100.0,0.0
2015-01-05 02:00:00,3.6,98.2,0.0
2015-01-05 03:00:00,4.0,94.8,0.0
2015-01-05 04:00:00,4.1,94.9,0.0
2015-01-05 05:00:00,4.3,94.8,0.0
2015-01-05 06:00:00,4.1,96.7,0.0
2015-01-05 07:00:00,4.3,96.6,0.0
2015-01-05 08:00:00,4.9,95.0,0.0
2015-01-05 09:00:00,5.2,95.0,8.9
2015-01-05 10:00:00,5.5,96.9,65.3
2015-01-05 11:00:00,6.4,96.9,106.9
2015-01-05 12:00:00,8.1,91.5,180.8
2015-01-05 13:00:00,8.2,91.5,137.5
2015-01-05 14:00:00,9.0,82.2,89.2
2015-01-05 15:00:00,8.8,82.1,49.7
2015-01-05 16:00:00,8.5,83.3,17.5
2015-01-05 17:00:00,8.4,80.4,0.8
2015-01-05 18:00:00,8.2,79.0,0.0
