datetime,air_temperature [degC],rltv_hum [%],glbl_irad_amt [W/m2]
2021-01-01 00:00:00,-4.0,94.1,0.0
2021-01-01 01:00:00,-3.8,94.1,0.0
2021-01-01 02:00:00,-3.7,94.2,0.0
2021-01-01 03:00:00,-2.2,97.9,0.0
2021-01-01 04:00:00,-1.4,98.7,0.0
2021-01-01 05:00:00,-1.1,98.9,0.0
2021-01-01 06:00:00,-1.1,98.9,0.0
2021-01-01 07:00:00,-0.7,99.3,0.0
2021-01-01 08:00:00,-0.3,99.7,0.0
2021-01-01 09:00:00,0.0,100.0,3.3
2021-01-01 10:00:00,0.4,100.0,16.7
2021-01-01 11:00:00,1.4,100.0,54.7
2021-01-01 12:00:00,2.8,100.0,80.8
2021-01-01 13:00:00,3.4,100.0,96.7
2021-01-01 14:00:00,3.6,96.6,98.1
2021-01-01 15:00:00,3.4,96.5,40.8
2021-01-01 16:00:00,3.4,96.5,15.3
2021-01-01 17:00:00,3.4,96.5,0.0
2021-01-01 18:00:00,3.5,96.6,0.0
2021-01-01 19:00:00,3.6,94.8,0.0
2021-01-01 20:00:00,3.5,96.6,0.0
2021-01-01 21:00:00,3.4,96.5,0.0
2021-01-01 22:00:00,3.4,96.5,0.0
2021-01-01 23:00:00,3.3,94.8,0.0
2021-01-02 00:00:00,3.1,94.8,0.0
2021-01-02 01:00:00,2.9,94.7,0.0
2021-01-02 02:00:00,2.8,94.6,0.0
2021-01-02 03:00:00,2.8,92.9,0.0
2021-01-02 04:00:00,2.7,92.9,0.0
2021-01-02 05:00:00,2.1,88.9,0.0
2021-01-02 06:00:00,2.2,89.0,0.0
2021-01-02 07:00:00,2.2,89.0,0.0
2021-01-02 08:00:00,2.0,88.8,0.0
2021-01-02 09:00:00,1.6,92.4,6.1
2021-01-02 10:00:00,1.5,90.5,53.6
2021-01-02 11:00:00,2.7,82.2,178.9
2021-01-02 12:00:00,2.9,82.3,237.2
2021-01-02 13:00:00,2.6,82.1,138.6
2021-01-02 14:00:00,2.7,82.2,111.4
2021-01-02 15:00:00,2.6,82.1,80.0
2021-01-02 16:00:00,2.3,81.8,25.0
2021-01-02 17:00:00,1.5,84.9,1.1
2021-01-02 18:00:00,0.5,89.9,0.0
2021-01-02 19:00:00,-0.2,91.7,0.0
2021-01-02 20:00:00,0.4,92.1,0.0
2021-01-02 21:00:00,0.7,96.1,0.0
2021-01-02 22:00:00,1.0,98.0,0.0
2021-01-02 23:00:00,1.0,98.0,0.0
2021-01-03 00:00:00,1.2,100.0,0.0
2021-01-03 01:00:00,1.5,100.0,0.0
2021-01-03 02:00:00,1.7,100.0,0.0
2021-01-03 03:00:00,1.9,100.0,0.0
2021-01-03 04:00:00,1.8,100.0,0.0
2021-01-03 05:00:00,1.9,100.0,0.0
2021-01-03 06:00:00,1.7,98.1,0.0
2021-01-03 07:00:00,2.0,98.2,0.0
2021-01-03 08:00:00,1.8,98.1,0.0
2021-01-03 09:00:00,2.0,98.2,6.9
2021-01-03 10:00:00,2.2,98.2,38.3
2021-01-03 11:00:00,2.9,96.4,152.2
2021-01-03 12:00:00,4.0,93.2,124.4
2021-01-03 13:00:00,4.7,91.8,199.7
2021-01-03 14:00:00,4.8,87.0,160.0
2021-01-03 15:00:00,3.3,91.2,58.3
2021-01-03 16:00:00,2.8,96.5,16.9
2021-01-03 17:00:00,2.4,96.4,0.8
